HM003,HM008,HM011,HM012,HM013,HM031,HM032,HM038,HM046,HM051,HM052,HM054,HM055,HM056,HM057,HM058,HM063,HM064,HM065,HM068,HM070,HM071,HM081,HM082,HM083,HM085,HM086,HM087,HM088,HM089,HM092,HM093,HM101,HM117,HM118,HM119,HM120,HM121,HM122,HM124,HM125,HM139,HM152,HM154,HM155,HM164,HM168,HM169,HM170,HM172,HM173,HM175,HM176,HM177,HM178,HM179,HM180,HM181,HM189,HM190,HM193,HM201,HM205,HM256,HM259,HM262,HM270,HM271,HM276,HM277,HM288,HM294,HM299,HM304,HM305,HM306,HM307,HM308,HM309,HM311
HM070,0.716429092255388,0.707227173098568,0.70900988360586,0.723668293116156,0.723601684104652,0.7101991064585,0.718073068042399,0.720542368984229,0.86360871823421,0.709971695937627,0.702593351712335,0.716097341237966,0.709807557166946,0.717103559577402,0.717158249798504,0.715150035776803,0.708726693145906,0.724059638085589,0.711836543937633,0.71351791067282,1,0.781065578002081,0.707787492462216,0.701233451781137,0.705873743367874,0.706704312790469,0.7117915249636,0.711366671166294,0.7085986512833,0.714759099451613,0.71218409586576,0.711845397896218,0.722255882399815,0.714230177587253,0.715092416938631,0.712055372929417,0.713963196682245,0.715281551115469,0.711409783133863,0.711390508747098,0.710141760049822,0.724155328945675,0.720709640694101,0.720482502602723,0.720246374338013,0.706086102159154,0.707086599479196,0.709953034517226,0.715049236863688,0.711177468882081,0.70851971483715,0.710688049294482,0.709766828957457,0.713056006464207,0.712136420704151,0.714650263868398,0.711134356914513,0.709398572387718,0.711378181312454,0.712922039260087,0.722509718581694,0.717275190159193,0.713653376239163,0.721899817049973,0.722807143482758,0.720921658948512,0.712876339212316,0.717123515037904,0.711548109209901,0.704930047597519,0.709264605183598,0.707828561208574,0.716962577313788,0.720398798640413,0.716815397279165,0.719354644493812,0.720547817574127,0.742258336989564,0.726492365367727,0.71908303228739
HM071,0.711071766238058,0.715768655052362,0.713207613478122,0.723875203317537,0.726337284877752,0.710609793922071,0.724269749333535,0.72790845388225,0.784305718199748,0.716802865522399,0.711607907484033,0.719885609579384,0.717980305799384,0.726338647025227,0.714088650464649,0.727253533376495,0.717995153206856,0.733233973756049,0.719035765770024,0.71850677579829,0.781065578002081,1,0.714353588148445,0.70974823564443,0.71292721542049,0.712277811612008,0.714648356861934,0.716776984720383,0.713363443149209,0.710166483026485,0.718541646773638,0.708941299480518,0.733896386072914,0.725494728557381,0.725261937553984,0.71169740057311,0.725886754600551,0.712832409956263,0.707878279591394,0.717720408061243,0.716868725352793,0.7171852203185,0.712768865776576,0.715783911104076,0.717221453441323,0.712991508781288,0.711673631099679,0.707913763533105,0.72154777003518,0.711365172804072,0.709441071388923,0.706239275642665,0.707313601355827,0.707749488547677,0.708987135743036,0.710175064555574,0.707884545469777,0.714430345158635,0.713752676790056,0.711234747183386,0.719028614495783,0.714363191288141,0.720728370221876,0.733549174681656,0.716822276123911,0.718342432705488,0.717363525422916,0.726407639794812,0.718918144335598,0.71384230609388,0.711657353437359,0.718173390203898,0.714882714334927,0.7150085086542,0.712729499714562,0.727909747922351,0.714355767584404,0.743838291845273,0.71811529461411,0.726419831014709
HM081,0.746305481458517,0.729429359644937,0.792184242977687,0.749097679459184,0.733916409640789,0.740519010879336,0.736896992637184,0.728194641066649,0.706791626443587,0.784517532132037,0.734586381876137,0.776441564077665,0.781643809605019,0.696537720792187,0.741247827885583,0.701023340533191,0.697855530366422,0.722942949585968,0.722026360550357,0.700565114122759,0.707787492462216,0.714353588148445,1,0.732723304667848,0.735877629574619,0.79380833141157,0.7847869649025,0.786258492819235,0.782545687447906,0.740040829008402,0.696641175892877,0.735230609524217,0.704824481168243,0.696460555137755,0.697086461902302,0.740856346701403,0.696621969613487,0.739383252315072,0.744401948470233,0.704114461797144,0.699118036753191,0.746897606965695,0.749596429756983,0.747425234789955,0.748778460198528,0.783790077273264,0.779330134012155,0.734632694890271,0.709419481351452,0.72020482884004,0.722507198608866,0.738303409904637,0.738014770854784,0.737483260910222,0.740520985993174,0.740111660677077,0.73706651189039,0.691528151025105,0.707343228063398,0.743022501722776,0.748055432319047,0.744908803545506,0.722387057201612,0.704439129647698,0.746131875762888,0.748038337368241,0.707061195428797,0.693704930796779,0.788760757729949,0.806384698507046,0.723212995322794,0.72850555122771,0.746886096819535,0.746757441990566,0.751714160435637,0.711100303227649,0.74630207608983,0.744273089319143,0.744452007389922,0.781614046682701
HM082,0.697955580098426,0.831953364429344,0.734499272545141,0.703518658491784,0.703059751007615,0.691599323230649,0.703327481093734,0.697656043868777,0.701757742344084,0.723557686741224,0.905677076515501,0.713545834696048,0.736051848236612,0.690084206594728,0.692773017602078,0.685075113579262,0.680159940632164,0.718467273521529,0.688679696333739,0.68194271924683,0.701233451781137,0.70974823564443,0.732723304667848,1,0.849657195155822,0.723385511300444,0.727649032895725,0.732369554968712,0.731481571030066,0.689819337018305,0.67882203938268,0.691420064623001,0.687218929382052,0.677598558521057,0.681054871522931,0.692769884662887,0.679792024599294,0.690848779972182,0.69022260077814,0.680827801538927,0.681109697958781,0.695746176894737,0.699278089081448,0.695810402148161,0.697965115130748,0.756252972035521,0.731210708004755,0.691386215258258,0.687787557845295,0.688815979188566,0.687818546700341,0.690215040859657,0.691027289398719,0.691370686777049,0.692137984449452,0.693411319908643,0.689852232879815,0.673084333683087,0.681055484489295,0.693926552190885,0.699513059520805,0.698503640134804,0.692660980972298,0.68663770105467,0.695206017313712,0.696602899548843,0.683847546275214,0.686663377534565,0.737625537213937,0.729856869629819,0.684553411096516,0.825344497312415,0.697129369547749,0.695730375984032,0.70486207643854,0.703395792789581,0.695223520908759,0.73007127164231,0.69686967613173,0.729419756505242
HM083,0.698010747071145,0.83173855377261,0.736195009936185,0.706756483038744,0.705682702184571,0.69491356425093,0.706914832682658,0.702797060867151,0.705525442258637,0.726296692883011,0.847179244577529,0.717793555380626,0.736106334135593,0.692276446740238,0.696476696585328,0.688381999003181,0.683184180455118,0.721478028084484,0.693898219523415,0.684801185722134,0.705873743367874,0.71292721542049,0.735877629574619,0.849657195155822,1,0.726225043925851,0.730486386085173,0.732613515581401,0.732044410366542,0.694487280198775,0.681454661806706,0.695359803763586,0.690653584239082,0.682450936469578,0.685639723707455,0.697993584012966,0.682258873675669,0.694304956759309,0.694869975531745,0.683900397597226,0.685305520824579,0.699616718943617,0.704435043205275,0.700902790481695,0.702403945106002,0.756618163773443,0.730518328443451,0.695753941135342,0.692043587629467,0.692438337967586,0.689977959091715,0.694384982923438,0.694022515480466,0.695740592090091,0.695931020307031,0.696193097481131,0.693886096410891,0.677215999402835,0.684686424797404,0.697490747272742,0.703187997192342,0.701311298509307,0.698241562960704,0.69023867411834,0.698192798081116,0.701165957373774,0.687616472122494,0.689153655547502,0.74004866135638,0.731168617647792,0.68912968175195,0.824724992640998,0.699354437447396,0.699691773269463,0.708254913368102,0.706786450283184,0.699690411121989,0.733797698488384,0.700472283772369,0.73129870273161
HM085,0.754024907411431,0.722389372852319,0.793742131044308,0.755484244108269,0.73277561113087,0.748860393369121,0.736876560425066,0.728947363761074,0.705665402911645,0.782295597171582,0.724338401566252,0.777929029119853,0.786888894670448,0.693064517161628,0.746712763553401,0.698139810544356,0.696044010440043,0.720211707684787,0.724489395613803,0.701923720013856,0.706704312790469,0.712277811612008,0.79380833141157,0.723385511300444,0.726225043925851,1,0.787129722343945,0.785872460224953,0.785248324252123,0.747932975261086,0.694824207376601,0.741649184638954,0.701358769348794,0.692853043766207,0.694967096646679,0.746424805577286,0.693130376992022,0.744491032915068,0.752440253146935,0.703956044045856,0.697258024376719,0.754257017341091,0.757393634330693,0.756293087278646,0.757293925135557,0.775039914326372,0.783958983560106,0.741267442809217,0.709112180881198,0.723776107088765,0.724538296708139,0.745775606090924,0.744574192018388,0.745086359468812,0.745596075053781,0.74612186397895,0.743417252060895,0.68992980717849,0.708509226301597,0.747825569932719,0.754784168413734,0.752282925113627,0.724023949821756,0.700737630100408,0.75266677827195,0.753869418277213,0.707513837034583,0.689274682350614,0.784558668985768,0.792043737465689,0.726986688686235,0.719407904460066,0.755014575659051,0.755567948070579,0.756784073335841,0.705954791142609,0.75347405497273,0.746202571216816,0.75202309548286,0.779111781771988
HM086,0.759165788195058,0.725726225520677,0.787648155672752,0.760319731428107,0.73787944150319,0.755484652752512,0.739890720356708,0.733961428614823,0.709596424308393,0.77778661660139,0.728680110426571,0.778652193214081,0.783854030097193,0.695562831844665,0.753494759614343,0.699991650035981,0.699293140811042,0.723799195488459,0.728563987354368,0.704766658007949,0.7117915249636,0.714648356861934,0.7847869649025,0.727649032895725,0.730486386085173,0.787129722343945,1,0.790028644599242,0.785022752630341,0.753337022936793,0.694936856972744,0.745544653986617,0.704811404552488,0.695074297652924,0.696911970810814,0.755223188544776,0.693934044001995,0.75210734430416,0.756945419704199,0.707243178331394,0.700192362466353,0.758597500268684,0.763184940533409,0.763488358883361,0.759003420216094,0.762726509800855,0.781554929482306,0.746145292915512,0.710568588960966,0.727409090618087,0.728874556978561,0.752238859642826,0.753065546945119,0.752971694984124,0.753643369903815,0.75295262491948,0.74587933362111,0.691851661050306,0.713766979338538,0.756085223574033,0.757953340727978,0.760570230348673,0.727771626168433,0.704330838923473,0.760112685011978,0.757314697884544,0.712969646314322,0.690910485252778,0.775595602388607,0.777280919351471,0.734320218259614,0.726593913461954,0.759893379268579,0.759106534779916,0.766006220382657,0.712730112680926,0.760982620496587,0.750411062054127,0.760221180058324,0.774112700540459
HM087,0.748905139913659,0.729627688317229,0.788183479630242,0.752446519025318,0.735156781131097,0.743132563238718,0.738417149218761,0.730883383966625,0.711272410561056,0.77677849125549,0.733139917472933,0.773158107590308,0.785028882293976,0.698725193421536,0.742790051256247,0.70199891055445,0.700436936045405,0.723477864899217,0.723840877201179,0.702721257360194,0.711366671166294,0.716776984720383,0.786258492819235,0.732369554968712,0.732613515581401,0.785872460224953,0.790028644599242,1,0.794873666951401,0.743065205046103,0.697539103508088,0.736215850792545,0.704670286074126,0.69747589986527,0.69952211780151,0.743856476514058,0.696322569598585,0.742147730614632,0.745560454897322,0.706943505886997,0.699997575377495,0.747974384544312,0.749955355616522,0.752389989905125,0.750616950644902,0.770262863133193,0.792693618025788,0.733933368376847,0.711177060237839,0.722937841532939,0.724671514731148,0.741901250029116,0.74147585137282,0.741032881014102,0.742775067634027,0.740976488108657,0.737981738778527,0.692654919416037,0.709479347732958,0.745097733400224,0.749552296178809,0.74695325069003,0.72352744706729,0.70426790771015,0.747463919778231,0.750216547394764,0.71084646704577,0.697551362835359,0.778551871052582,0.781922845515177,0.724885576206771,0.731529382406422,0.74982097976816,0.749083036373833,0.753720195021378,0.712279514296351,0.751024096525039,0.747160433320906,0.750000306483182,0.774958866551638
HM088,0.749449045400239,0.728730033131513,0.786831412047023,0.753347307150225,0.732381405651741,0.744531761124556,0.737012638957772,0.729296890803039,0.70822637637851,0.773175338755861,0.730934600711668,0.772016355577156,0.782495151776601,0.696714255104886,0.742714724500906,0.699588045739278,0.697773392873708,0.722912573697286,0.723421880638013,0.700820925418476,0.7085986512833,0.713363443149209,0.782545687447906,0.731481571030066,0.732044410366542,0.785248324252123,0.785022752630341,0.794873666951401,1,0.741573517346744,0.695211193474115,0.738512976293594,0.702797741940889,0.695327793297935,0.695842412613813,0.745586676236207,0.694128013802368,0.741711162349045,0.74422936438521,0.704082178901997,0.698340250545234,0.748426345076361,0.752579124081964,0.751389765014577,0.752877979237876,0.767425918587987,0.82331537432698,0.736605084433392,0.712322353834425,0.723903876521876,0.724139187498101,0.7416641001538,0.741706326725511,0.741508406697461,0.743587043743595,0.740913829324828,0.739788899832987,0.691695695164472,0.710204010189408,0.74403416865211,0.751374713284984,0.74747577046126,0.723130108648969,0.702183004785633,0.74889254004952,0.748553365328361,0.710240175204857,0.694140681773881,0.776172199414576,0.776606656351578,0.727962394922241,0.729308537163946,0.749790331449983,0.748885252560531,0.755223324759523,0.709384678483478,0.75015123242336,0.745437180550877,0.750355418329792,0.773555854652871
HM089,0.802356760317484,0.691520659213995,0.738313762225444,0.781681336767943,0.732525248425051,0.804776547198614,0.736912521118394,0.749553385896788,0.712873751132115,0.749676796457981,0.692021180303511,0.762101828969036,0.743826236840123,0.689000141527123,0.805805717722996,0.703442514447958,0.702909778570669,0.721601779182545,0.744225550372282,0.711926922422568,0.714759099451613,0.710166483026485,0.740040829008402,0.689819337018305,0.694487280198775,0.747932975261086,0.753337022936793,0.743065205046103,0.741573517346744,1,0.704092258793309,0.791131098657754,0.702325621626216,0.694280710534263,0.700697106213041,0.807909145853167,0.692235854745497,0.807328802921643,0.810293244470464,0.714937813200271,0.708783017943977,0.788643613047139,0.795635243604411,0.798625634062623,0.781279707585077,0.722252885675371,0.741364495816777,0.782542145864473,0.711129521290978,0.754000388756889,0.761752029497576,0.801075388188193,0.798122524892905,0.79672046649737,0.807509491784139,0.79175462166422,0.78715485396485,0.698796161304959,0.727184404392163,0.799652284614176,0.784031517913125,0.793200609315808,0.741349648409305,0.702193629535934,0.785981772559784,0.780190193927574,0.730424612697203,0.682686111231056,0.738270990794744,0.735605608723955,0.759501693762277,0.692282235867005,0.789234580728964,0.789203728088666,0.788760349085706,0.710171999723756,0.791948046605603,0.75191964038217,0.791528096539206,0.747839872481202
HM092,0.697333964098424,0.683976950285295,0.694447301170398,0.701475914031604,0.735104474668075,0.697219066958947,0.723517435283352,0.734526719816753,0.714385189969854,0.697741246193309,0.68055462286291,0.702432141558724,0.696970406937472,0.753543592601305,0.710444361111289,0.771005710258428,0.777733901494126,0.713314746376994,0.725934361654786,0.778931773983228,0.71218409586576,0.718541646773638,0.696641175892877,0.67882203938268,0.681454661806706,0.694824207376601,0.694936856972744,0.697539103508088,0.695211193474115,0.704092258793309,1,0.715204044924169,0.778462309856131,0.774218335077109,0.773167438300508,0.702656691569901,0.768630397492341,0.70736665699996,0.698154589844455,0.768213444150387,0.790129375404984,0.698084098712648,0.696170009081437,0.699786170089448,0.695306816226827,0.690340903286303,0.694736144542372,0.705865229946158,0.769298258399103,0.731549474081671,0.729688984953583,0.701292637088906,0.699312074660938,0.69802838688094,0.701959953136678,0.703774469787501,0.710897343253944,0.807217515472974,0.759919396285342,0.703220143872741,0.69966814001078,0.694463851262214,0.725844187491972,0.777411957938521,0.696376170101707,0.698220926426465,0.76642644287855,0.775325216114913,0.698411695180273,0.694595570923001,0.731040711999933,0.685449431705263,0.696099245520135,0.696547732576125,0.695891449922896,0.743333343776464,0.698269759413427,0.715728744131358,0.697499192587084,0.708119243479638
HM093,0.779311063947512,0.693611623694773,0.735040317522025,0.765696331832201,0.728025189920817,0.793200132564192,0.731467268481583,0.741395825208691,0.710818474915169,0.739854827770754,0.691785869327286,0.751887698023892,0.73617226207336,0.700104163417377,0.782615906150218,0.716049393646862,0.713791089348838,0.728803793417259,0.738189943020009,0.715340668315864,0.711845397896218,0.708941299480518,0.735230609524217,0.691420064623001,0.695359803763586,0.741649184638954,0.745544653986617,0.736215850792545,0.738512976293594,0.791131098657754,0.715204044924169,1,0.716034478132016,0.705503511684297,0.707069708850512,0.78890534968437,0.70240993855489,0.78279523286524,0.782009273772436,0.72165449428981,0.725871362334089,0.765845282658541,0.769660385305208,0.774024092847241,0.765074579617452,0.717755006607096,0.736602768782686,0.768365664130666,0.720034083654108,0.759430793986228,0.767370819722642,0.779502990526673,0.776374546421918,0.778215761163241,0.780944414984222,0.775603298521838,0.773888559173525,0.721856841297151,0.733072354958196,0.769669852230155,0.769308815042031,0.766511440880961,0.73579978284645,0.715092553153378,0.763271300683294,0.760863977451556,0.73113422342406,0.700715835740816,0.731216633346269,0.729931923955665,0.746808999272477,0.694822845229126,0.76837908128329,0.766830932571112,0.76918744770205,0.716668012922421,0.768534842847003,0.745479475229961,0.767463513858284,0.740851306755748
HM101,0.701996935440612,0.691731179106183,0.702504880233864,0.711662257168267,0.749005121538289,0.698852486103031,0.738911540644642,0.753579961938875,0.72547204880193,0.711904787526107,0.689757359308214,0.709257930660973,0.706156525183587,0.798472596793859,0.710163145765172,0.803624987723646,0.770686218568277,0.717948703977975,0.72771748080632,0.767225138050241,0.722255882399815,0.733896386072914,0.704824481168243,0.687218929382052,0.690653584239082,0.701358769348794,0.704811404552488,0.704670286074126,0.702797741940889,0.702325621626216,0.778462309856131,0.716034478132016,1,0.816248144584871,0.817437707974379,0.70597290770402,0.808007152363959,0.711325261883068,0.698749235324462,0.771553497865311,0.768795081122012,0.697835711120667,0.698537080855303,0.69998102528568,0.69522774356593,0.696891947242939,0.701323012977588,0.709085278468576,0.793316528065891,0.732575647881609,0.728196956717355,0.704802005734913,0.706036656205828,0.697684240321499,0.700974779975724,0.704540337205056,0.707000307436685,0.767773061871871,0.749598064333953,0.701707683424395,0.708010680325918,0.699262901137107,0.732582526726355,0.988420248104265,0.697858527090866,0.700531469080138,0.753241059647212,0.776313794644554,0.708114203533983,0.704520654174049,0.72597263799882,0.694376469501722,0.699079419872288,0.700003296396888,0.701167660058117,0.742079010274542,0.699081258771378,0.737611166558081,0.699236952227717,0.725032551919273
HM117,0.692140640637027,0.682553642389158,0.69182121705425,0.700220831348571,0.742835206445028,0.692538864451206,0.731888785017576,0.734578890065028,0.716343276964493,0.698602804470949,0.680582138241895,0.701048472154096,0.695568893400927,0.79714593326104,0.702149427850386,0.781077292470362,0.762055447847528,0.711779333743703,0.712070833303253,0.764091994536699,0.714230177587253,0.725494728557381,0.696460555137755,0.677598558521057,0.682450936469578,0.692853043766207,0.695074297652924,0.69747589986527,0.695327793297935,0.694280710534263,0.774218335077109,0.705503511684297,0.816248144584871,1,0.804498056147447,0.700948286207344,0.815909174185834,0.703396405755945,0.692838673110351,0.766776650994252,0.764909351128791,0.691576030508834,0.690074535347659,0.692519113312826,0.691797243258698,0.688700060438483,0.692868231710548,0.706374945531128,0.775849915322102,0.716180772770781,0.719717384366279,0.694180592694885,0.694551914096442,0.693925326258158,0.694946255790319,0.697742335911288,0.704809361331276,0.759993360893209,0.742259562922291,0.696474653364116,0.695097181730497,0.692235241779134,0.71514996766943,0.815634360932848,0.689823968319719,0.693242958480791,0.737949796420249,0.766661685747401,0.699707506072794,0.694469163637364,0.715071712297018,0.685198524140454,0.690618236512118,0.691234403922222,0.693560543164478,0.734364964804152,0.693205295103121,0.718105691474414,0.692069945183099,0.710148979431437
HM118,0.693500881105094,0.685636726983011,0.693526489477615,0.704662930477764,0.737477063139213,0.693663453406179,0.730222333797235,0.737386957083773,0.717057995744379,0.701315112522235,0.682890433352235,0.70362769839712,0.697239975922681,0.782501213332863,0.707602104190933,0.785958547945344,0.763460639182254,0.714276422494013,0.723083795634835,0.762145758225089,0.715092416938631,0.725261937553984,0.697086461902302,0.681054871522931,0.685639723707455,0.694967096646679,0.696911970810814,0.69952211780151,0.695842412613813,0.700697106213041,0.773167438300508,0.707069708850512,0.817437707974379,0.804498056147447,1,0.700281378803814,0.799705612687804,0.703543517683194,0.694826454919934,0.767682887709057,0.764378794687461,0.694380964588388,0.694881281355784,0.695978014394902,0.694101860570857,0.691834089347884,0.695001218440916,0.709513333312447,0.781695979853294,0.720523298919585,0.723202166250372,0.698053041750229,0.700210547135138,0.695086012121205,0.700313253054718,0.699252821245796,0.70251795684962,0.761179246484536,0.73763875004444,0.697787627314816,0.697372921516195,0.694190876908317,0.724775446583455,0.816480526944026,0.693027466750321,0.694384165634953,0.742673179002933,0.771236866684856,0.701027018331372,0.696401097400491,0.720265580617404,0.688430491453274,0.69416295288509,0.694599725472798,0.694693986078036,0.734137349961158,0.695317440977128,0.719192548944342,0.695180545155938,0.711034102860387
HM119,0.794567047554884,0.696375352813223,0.741931353488303,0.77948119616708,0.729553178850372,0.805803878823905,0.734016323158046,0.750267151173442,0.712096237353653,0.74887353809225,0.695571753910623,0.764324172573733,0.744143072342699,0.691965536579176,0.789897469797445,0.705762115382336,0.70534366367816,0.729409336077062,0.741529451875943,0.711165618199053,0.712055372929417,0.71169740057311,0.740856346701403,0.692769884662887,0.697993584012966,0.746424805577286,0.755223188544776,0.743856476514058,0.745586676236207,0.807909145853167,0.702656691569901,0.78890534968437,0.70597290770402,0.700948286207344,0.700281378803814,1,0.694743568246109,0.796951827245919,0.804584075760463,0.717317893482519,0.709836911445022,0.78522979904647,0.789476702442562,0.795119057818938,0.780394584156127,0.726369567772898,0.744404400335688,0.777136463611797,0.714502198437917,0.756636007905359,0.756459405485286,0.796170431347154,0.790215395018,0.79086949823527,0.802711735949347,0.785533149289048,0.784346786946105,0.708580466614515,0.726077114710117,0.789922873847845,0.783170776923969,0.78671256467987,0.739194867319344,0.705322618499679,0.783934873549807,0.776314611933038,0.727170578595296,0.68600498355275,0.738001830453776,0.736260937873952,0.756677962047575,0.696260932425362,0.784605322536771,0.783595085862285,0.791103106527152,0.715520880426744,0.787686704446281,0.75412413985495,0.788810612327516,0.747551233431349
HM120,0.688297341537638,0.682959562336568,0.691452619947642,0.698635291688217,0.742623801156981,0.687903749024873,0.732120350088247,0.733730135973647,0.717732122529524,0.700615649794064,0.6816729459395,0.698867810262119,0.695808495141697,0.79750799205977,0.69804173592619,0.789015070663443,0.764152065240326,0.712777379198292,0.716089713212109,0.760029798338153,0.713963196682245,0.725886754600551,0.696621969613487,0.679792024599294,0.682258873675669,0.693130376992022,0.693934044001995,0.696322569598585,0.694128013802368,0.692235854745497,0.768630397492341,0.70240993855489,0.808007152363959,0.815909174185834,0.799705612687804,0.694743568246109,1,0.697412355685583,0.687992424825465,0.767791042218535,0.762675293055813,0.688178153633617,0.686980689788757,0.687453967928783,0.687776456343378,0.689758993885184,0.693730471061926,0.700598486735885,0.780796009016871,0.717949929910702,0.715939740775163,0.693711196675161,0.694267361489012,0.692499702711314,0.691296381632313,0.69463650345461,0.699568498923018,0.759362141753511,0.74391865854627,0.691479794789759,0.692733992076933,0.688435258969435,0.718814689234908,0.806963883613216,0.688314436488444,0.688089409725651,0.746683204953204,0.773498984995809,0.700266122752099,0.696436513234829,0.713859537259433,0.686494062603481,0.689712408441555,0.688615130543446,0.690776041297042,0.736194328862448,0.688804469042406,0.716001037411517,0.686746672852632,0.709862111173301
HM121,0.798211405015618,0.691878699677675,0.736371271819389,0.779365073094877,0.728733779037068,0.799679050812051,0.735691696444346,0.747443759995608,0.712523202479544,0.747837011971506,0.692678756996841,0.760494835485958,0.741866038516899,0.697547685037178,0.804892602163444,0.710712363626903,0.707980576866731,0.721940204722593,0.739421732981227,0.716507483842547,0.715281551115469,0.712832409956263,0.739383252315072,0.690848779972182,0.694304956759309,0.744491032915068,0.75210734430416,0.742147730614632,0.741711162349045,0.807328802921643,0.70736665699996,0.78279523286524,0.711325261883068,0.703396405755945,0.703543517683194,0.796951827245919,0.697412355685583,1,0.807547495698679,0.722561412078352,0.712686728283862,0.782912990514414,0.785486359523297,0.790624175475107,0.778984284768372,0.720834685832263,0.738730851782145,0.776297721304354,0.711748140566536,0.747326615312799,0.756943172160866,0.793912740015493,0.791154391379568,0.792743200193861,0.800475838977278,0.789424464086914,0.791265202076621,0.7011645952263,0.729056607988532,0.790740775298927,0.785327260698272,0.784904790659047,0.737072437231904,0.711219559239044,0.781569572567658,0.779626877839482,0.730012222549289,0.687861931097405,0.737136117626338,0.73571206054909,0.759447412185417,0.69393268185452,0.783564028899866,0.784173385572597,0.780107647790617,0.712996208190075,0.783595971258143,0.752515511794903,0.784618671582021,0.74865477720784
HM122,0.812261138926919,0.691272816481004,0.742847329557551,0.785132541716788,0.730260882570765,0.817650543517275,0.739496310555458,0.746044970754013,0.709116880289985,0.752725759257597,0.692630128332,0.764526792010569,0.746092918345116,0.685777368709756,0.800826864381464,0.699026909087145,0.696137385649422,0.717176911218905,0.740796820856766,0.707245970733717,0.711409783133863,0.707878279591394,0.744401948470233,0.69022260077814,0.694869975531745,0.752440253146935,0.756945419704199,0.745560454897322,0.74422936438521,0.810293244470464,0.698154589844455,0.782009273772436,0.698749235324462,0.692838673110351,0.694826454919934,0.804584075760463,0.687992424825465,0.807547495698679,1,0.71337917595254,0.704969073122665,0.79353692352727,0.803289490800669,0.803517446180532,0.787460519858135,0.723657191614239,0.743267347731323,0.795187710051654,0.705292378825744,0.746719233753905,0.753519142054138,0.815049182377789,0.805881521229954,0.811064083726302,0.817046363004946,0.808885056411294,0.796511785504272,0.689326443954646,0.72223824259002,0.797450441328971,0.792316030745848,0.798693264684733,0.737906480130559,0.698403522295426,0.792695184495384,0.787067335989612,0.719322770242908,0.675255528650116,0.739718204379059,0.739258139069536,0.755672629103997,0.692732493714711,0.790663813966616,0.795723578868134,0.794287330570989,0.708287809229612,0.795943565685271,0.754684050574356,0.797397930543828,0.750945909260001
HM124,0.71421533017978,0.683625516236866,0.70177374757691,0.716872130721479,0.73262373168746,0.71313153754167,0.729564144137542,0.738872515119496,0.713393955252638,0.70948268499427,0.682444330054326,0.713162458289342,0.704138571807443,0.751231892122279,0.721400794322678,0.779424054080524,0.756085972755144,0.711178490492687,0.722010014780662,0.753935278107607,0.711390508747098,0.717720408061243,0.704114461797144,0.680827801538927,0.683900397597226,0.703956044045856,0.707243178331394,0.706943505886997,0.704082178901997,0.714937813200271,0.768213444150387,0.72165449428981,0.771553497865311,0.766776650994252,0.767682887709057,0.717317893482519,0.767791042218535,0.722561412078352,0.71337917595254,1,0.755763348125801,0.710208164739205,0.709314323566418,0.709638855202225,0.705965075356041,0.694894426078913,0.70282226059543,0.719342998132904,0.781023351430371,0.734320763118604,0.728421915372774,0.723438022085587,0.722313569345362,0.717421552905331,0.719752323449001,0.716307724915407,0.72153680474801,0.749503735621342,0.737822095094512,0.715420626372619,0.712974141400988,0.709867968407441,0.723151085720077,0.771171960357695,0.708848537237502,0.711323150554483,0.746910002507714,0.753119351770363,0.70632618065154,0.700861857950085,0.730099876739275,0.686020716356081,0.711273840815905,0.710157765282648,0.710519551651883,0.729489294133817,0.710930102900707,0.721693043063339,0.707689281629303,0.716544261824359
HM125,0.704635278884031,0.684767063927897,0.69779811585037,0.707848380454328,0.732183553731065,0.702901878115316,0.719064234652242,0.734478567903528,0.711717219818864,0.701170248138319,0.682234082591633,0.703065199597513,0.700787757127471,0.750372308958476,0.715935926762234,0.761737045875356,0.780764066658594,0.716876693915519,0.726380533060068,0.773711139464968,0.710141760049822,0.716868725352793,0.699118036753191,0.681109697958781,0.685305520824579,0.697258024376719,0.700192362466353,0.699997575377495,0.698340250545234,0.708783017943977,0.790129375404984,0.725871362334089,0.768795081122012,0.764909351128791,0.764378794687461,0.709836911445022,0.762675293055813,0.712686728283862,0.704969073122665,0.755763348125801,1,0.702137781489478,0.699783445794499,0.703057162927413,0.701045747859147,0.691605452894284,0.697153343343301,0.708363476521822,0.767365575454865,0.73319542498252,0.734699303901776,0.706898895557206,0.704301280323276,0.708724445602573,0.709269304592385,0.707093410216569,0.710701398339733,0.837419662244636,0.772286128884487,0.704673895764934,0.704313948294789,0.700489514937922,0.726338851347348,0.767827547770852,0.698833007394145,0.700074877246675,0.757045809973072,0.768405847481165,0.700062686026778,0.696048914170951,0.737960761707419,0.686695319892843,0.700418819483994,0.702973867609345,0.701569493563104,0.749708670708885,0.701880608046287,0.717288062452827,0.701329483178092,0.710000982108329
